Season,DraftType,Round,Pick#,RoundPick#,Team,Player,Position,College,PFR_id,CompPick,PassForFuturePick
2022,Expansion,34,279,2,New Orleans Breakers,Sal Cannella,TE,Auburn,,0,0
2022,Expansion,34,280,3,Pittsburgh Maulers,Matt Seybert,TE,Michigan St.,,0,0
2022,Expansion,34,281,4,Birmingham Stallions,Cary Angeline,TE,NC State,AngeCa00,0,0
2022,Expansion,34,282,5,Philadelphia Stars,Alton 'Bug' Howard,TE,North Carolina,HowaBu00,0,0
2022,Expansion,34,283,6,Tampa Bay Bandits,Cheyenne O'Grady,TE,Arkansas,,0,0
2022,Expansion,34,284,7,Michigan Panthers,Joseph Magnifico,TE,Memphis,,0,0
2022,Expansion,34,285,8,New Jersey Generals,Braedon Bowman,TE,South Alabama,BowmBr00,0,0
2022,Expansion,34,286,9,Houston Gamblers,Julian Allen,TE,Southern Miss,,0,0
2022,Expansion,34,287,10,Tampa Bay Bandits,De'Quan Hampton,TE,USC,HampDe01,0,0
2022,Expansion,34,288,11,Michigan Panthers,La'Michael Pettway,TE,Iowa St.,,0,0
2022,Expansion,34,289,12,New Jersey Generals,Nicholas Truesdell,TE,Grand Rapids CC,,0,0
2022,Expansion,35,290,1,New Jersey Generals,Scott Flanick,LS,Army,,0,0
2022,Expansion,35,291,2,Michigan Panthers,,,,,0,1
2022,Expansion,35,292,3,Tampa Bay Bandits,Ryan Disalvo,LS,San Jose St.,,0,0
2022,Expansion,35,293,4,Philadelphia Stars,Ryan Navarro,LS,Oregon St.,,0,0
2022,Expansion,35,294,5,Birmingham Stallions,,,,,0,1
2022,Expansion,35,295,6,Pittsburgh Maulers,Mitchell Fraboni,LS,Arizona St.,,0,0
2022,Expansion,35,296,7,New Orleans Breakers,,,,,0,1
2022,Expansion,35,297,8,Houston Gamblers,,,,,0,1
2022,Supplemental,1,1,1,New Orleans Breakers,Justin Johnson,TE,Mississippi St.,JohnJu00,0,0
2022,Supplemental,1,2,2,Pittsburgh Maulers,Ethan Westbrooks,DT,West Texas A&M,WestEt00,0,0
2022,Supplemental,1,3,3,Birmingham Stallions,Ryan Williams-Pope,OT,San Diego St.,PopeRy01,0,0
2022,Supplemental,1,4,4,Houston Gamblers,Josh Avery,DT,SE Missouri St.,AverJo01,0,0
2022,Supplemental,1,5,5,New Jersey Generals,Tyshun Render,DE,Middle Tennessee St.,RendTy00,0,0
2022,Supplemental,1,6,6,Philadelphia Stars,Gunnar Vogel,OT,Northwestern,,0,0
2022,Supplemental,1,7,7,Tampa Bay Bandits,Jarron Jones,OT,Notre Dame,JoneJa07,0,0
2022,Supplemental,1,8,8,Michigan Panthers,Warren Saba,DB,East Carolina,,0,0
2022,Supplemental,2,9,1,Michigan Panthers,Maea Teuhema,OG,Southeastern Louisiana,,0,0
2022,Supplemental,2,10,2,Tampa Bay Bandits,Quenton Meeks,DB,Stanford,MeekQu00,0,0
2022,Supplemental,2,11,3,Philadelphia Stars,Adam Rodriguez,EDGE/FB,Weber St.,,0,0
2022,Supplemental,2,12,4,New Jersey Generals,Christian Tutt,CB/KR,Auburn,,0,0
2022,Supplemental,2,13,5,Houston Gamblers,Kristjan Sokoli,OG/C/DE,Buffalo,SokoKr00,0,0
2022,Supplemental,2,14,6,Birmingham Stallions,JoJo Tillery,S,Wofford,,0,0
2022,Supplemental,2,15,7,Pittsburgh Maulers,Ketih Gipson Jr.,CB/KR,Mary Hardin-Baylor,,0,0
2022,Supplemental,2,16,8,New Orleans Breakers,Keith Washington II,CB,West Virginia,WashKe01,0,0
2022,Supplemental,3,17,1,Tampa Bay Bandits,Matthew Burrell Jr.,C/OG/NT,Sam Houston St.,,0,0
2022,Supplemental,3,18,2,Philadelphia Stars,Lene Maiava,OT,Arizona,,0,0
2022,Supplemental,3,19,3,New Jersey Generals,Mike Bell,SS/LB,Fresno St.,,0,0
2022,Supplemental,3,20,4,Michigan Panthers,Marcus Baugh,TE,Ohio St.,,0,0
2022,Supplemental,3,21,5,New Orleans Breakers,"Tyrone ""TJ"" Logan Jr.",RB,North Carolina,,0,0
2022,Supplemental,3,22,6,Houston Gamblers,Malik Harris,DE,Incarnate Word,,0,0
2022,Supplemental,3,23,7,Birmingham Stallions,Dondrea Tillman,DE,IUP,,0,0
2022,Supplemental,3,24,8,Pittsburgh Maulers,Dale Warren,OLB,UT-Chattanooga,,0,0
2022,Supplemental,4,25,1,Pittsburgh Maulers,Winston Dimel,FB,Kansas St.,,0,0
2022,Supplemental,4,26,2,Birmingham Stallions,Nathan Holley,SS/OLB,Kent St.,,0,0
2022,Supplemental,4,27,3,Houston Gamblers,Micah Abernathy,CB,Tennessee,,0,0
2022,Supplemental,4,28,4,New Orleans Breakers,Shareef Miller,DE,Penn St.,,0,0
2022,Supplemental,4,29,5,Michigan Panthers,Sean Williams,FS/OLB,Navy,,0,0
2022,Supplemental,4,30,6,New Jersey Generals,Paris Ford,S,Pitt,,0,0
2022,Supplemental,4,31,7,Philadelphia Stars,Amani Dennis,CB,Carthage,,0,0
2022,Supplemental,4,32,8,Tampa Bay Bandits,Keith Mumphery,WR,Michigan St.,,0,0
2022,Supplemental,5,33,1,Philadelphia Stars,Artayvious Lynn,TE,TCU,,,
2022,Supplemental,5,34,2,New Jersey Generals,Brock Miller,P,Southern Utah,,,
2022,Supplemental,5,35,3,Michigan Panthers,Cameron Scarlett,RB,Stanford,,,
2022,Supplemental,5,36,4,Tampa Bay Bandits,Tyler Rausa,K,Boise St.,,,
2022,Supplemental,5,37,5,Pittsburgh Maulers,Malcolm Elmore,S/CB,Central Methodist,,,
2022,Supplemental,5,38,6,New Orleans Breakers,Ashari Crosswell,FS/OLB,Arizona St.,,,
2022,Supplemental,5,39,7,Houston Gamblers,Devwah Whaley,RB,Arkansas,,,
2022,Supplemental,5,40,8,Birmingham Stallions,Jordan Chunn,RB,Troy,,,
2022,Supplemental,6,41,1,Birmingham Stallions,Sage Surratt,TE,Wake Forest,,,
2022,Supplemental,6,42,2,Houston Gamblers,Tucker Addington,LS,Sam Houston St.,,,
2022,Supplemental,6,43,3,New Orleans Breakers,EJ Bibbs,TE/FB,Iowa St.,,,
2022,Supplemental,6,44,4,Pittsburgh Maulers,Abdul Beecham,OG/C,Kansas St.,,,
2022,Supplemental,6,45,5,Tampa Bay Bandits,Stephen Griffin,S/CB,NC State,,,
2022,Supplemental,6,46,6,Michigan Panthers,Connor Davis,TE,Stony Brook,,,
2022,Supplemental,6,47,7,New Jersey Generals,Darius Victor,RB,Towson,,,
2022,Supplemental,6,48,8,Philadelphia Stars,Chris Rowland,WR,Tennessee St.,,,
2022,Supplemental,7,49,1,Houston Gamblers,Erick Browne,OG,Merrimack,,,
2022,Supplemental,7,50,2,New Orleans Breakers,Turner Bernard,LS,San Diego St.,,,
2022,Supplemental,7,51,3,Pittsburgh Maulers,Ramiz Ahmed,K,Nevada,,,
2022,Supplemental,7,52,4,Birmingham Stallions,Marlon Williams,WR,UCF,,,
2022,Supplemental,7,53,5,Philadelphia Stars,Gabriel Sewell Jr.,ILB,Nevada,,,
2022,Supplemental,7,54,6,Tampa Bay Bandits,Rannell Hall,CB,UCF,,,
2022,Supplemental,7,55,7,Michigan Panthers,Joseph Putu,CB,Florida,,,
2022,Supplemental,7,56,8,New Jersey Generals,Robert Myers,OL,Tennessee St.,,,
2022,Supplemental,8,57,1,New Jersey Generals,Jacob Carson Williams,TE,Western Kentucky,,,
2022,Supplemental,8,58,2,Michigan Panthers,Devin Ross,WR/KR,Colorado,,,
2022,Supplemental,8,59,3,Tampa Bay Bandits,Travis Feeney,OLB,Washington,,,
2022,Supplemental,8,60,4,Philadelphia Stars,Ahmad Dixon,S/CB,Baylor,,,
2022,Supplemental,8,61,5,Birmingham Stallions,Josh Shaw,CB/S,USC,,,
2022,Supplemental,8,62,6,Pittsburgh Maulers,Hunter Thedford,TE,Utah,,,
2022,Supplemental,8,63,7,New Orleans Breakers,Jared Elder,S,West Chester,,,
2022,Supplemental,8,64,8,Houston Gamblers,Teo Redding,WR,Bowling Green,,,
2022,Supplemental,9,65,1,Birmingham Stallions,Marquez Tucker,OG,Southern Utah,,,
2022,Supplemental,9,66,2,Houston Gamblers,Tyler Palka,WR/QB,Gannon,,,
2022,Supplemental,9,67,3,Michigan Panthers,Tejan Koroma,C/OG,BYU,,,
2022,Supplemental,9,68,4,New Jersey Generals,Brandon Haskin,OL,Tennessee St.,,,
2022,Supplemental,9,69,5,New Orleans Breakers,Matt White,P/K,Monmouth,,,
2022,Supplemental,9,70,6,Philadelphia Stars,Jahair Jones,OG,Miami,,,
2022,Supplemental,9,71,7,Pittsburgh Maulers,Max Duffy,P,Kentucky,,,
2022,Supplemental,9,72,8,Tampa Bay Bandits,Austrian Robinson,DL,Ole Miss,,,
2022,Supplemental,10,73,1,Tampa Bay Bandits,Antonio Reed,SS/OLB,Nebraska,,,
2022,Supplemental,10,74,2,Pittsburgh Maulers,Darrius Marange,DL/OT,Kansas,,,
2022,Supplemental,10,75,3,Philadelphia Stars,Paul Terry,RB/WR/ST,Eastern New Mexico,,,
2022,Supplemental,10,76,4,New Orleans Breakers,Toree Boyd,OL,Howard,,,
2022,Supplemental,10,77,5,New Jersey Generals,Alonzo Moore,WR,Nebraska,,,
2022,Supplemental,10,78,6,Michigan Panthers,Shane Griffin,LS,West Chester,,,
2022,Supplemental,10,79,7,Houston Gamblers,Stanley Green,CB,Illinois,,,
2022,Supplemental,10,80,8,Birmingham Stallions,Bobby Holly,FB/TE,Louisiana Tech,,,
